source,destination,distance_km,days_to_departure,day_of_week,demand_index,price_inr
Pune,Bangalore,810.99,10,4,1.09,3875
Delhi,Mumbai,1632.24,32,6,1.14,9380
Kolkata,Bangalore,2116.36,19,2,1.29,13164
Kolkata,Bangalore,2037.13,91,5,0.97,8102
Chennai,Mumbai,2455.2,48,4,0.86,9999
Bangalore,Goa,271.27,20,2,0.99,2345
Goa,Hyderabad,298.89,36,4,1.07,2000
Chennai,Goa,1696.98,46,5,0.89,7452
Bangalore,Pune,2041.32,24,2,1.09,9313
Kolkata,Goa,2463.36,43,1,1.41,14928
Delhi,Bangalore,1194.79,40,2,0.63,4049
Hyderabad,Bangalore,1839.6,18,0,0.61,7944
Delhi,Kolkata,2690.39,20,6,0.9,15230
Goa,Mumbai,2638.38,4,1,0.68,14576
Pune,Delhi,1085.87,37,6,1.16,7523
Bangalore,Chennai,1976.6,0,2,1.09,14756
Bangalore,Kolkata,2398.59,45,1,0.79,7593
Goa,Chennai,2902.92,14,0,0.68,12983
Mumbai,Chennai,2319.17,22,0,0.88,10222
Chennai,Delhi,2141.87,12,1,1.19,14475
Kolkata,Delhi,382.8,1,2,0.77,2122
Hyderabad,Chennai,2686.33,161,2,1.23,11347
Chennai,Delhi,2854.64,75,3,1.14,11288
Bangalore,Delhi,2255.41,26,1,1.23,13585
Mumbai,Kolkata,2654.32,8,4,0.81,10672
Mumbai,Goa,502.72,54,0,0.92,2000
Goa,Mumbai,1732.39,19,1,1.08,11566
Mumbai,Chennai,1378.44,3,4,0.97,10379
Bangalore,Kolkata,2525.83,3,5,0.88,14454
Delhi,Kolkata,756.21,6,2,1.26,3444
Hyderabad,Goa,1347.32,5,4,0.86,7837
Pune,Bangalore,856.61,0,0,1.32,8492
Pune,Delhi,2858.45,45,0,0.98,15301
Kolkata,Goa,847.25,134,2,0.99,3207
Bangalore,Pune,310.44,10,6,0.91,2000
Delhi,Mumbai,2583.49,66,0,1.18,13393
Bangalore,Chennai,1201.08,17,4,0.96,7841
Hyderabad,Pune,1159.62,3,3,1.15,7915
Goa,Hyderabad,2581.88,48,5,1.09,12268
Bangalore,Goa,2233.95,119,6,1.11,12730
Pune,Goa,1793.04,17,4,0.86,8973
Mumbai,Pune,2116.5,54,1,0.77,7456
Goa,Chennai,328.72,9,2,1.4,2393
Chennai,Goa,2644.8,21,5,0.97,11119
Chennai,Kolkata,1168.1,33,3,1.22,7276
Mumbai,Delhi,2001.52,5,6,0.77,13228
Bangalore,Mumbai,2304.0,11,2,1.06,11809
Chennai,Hyderabad,2001.29,15,1,1.19,13375
Pune,Mumbai,2598.45,17,0,1.33,23127
Mumbai,Delhi,1329.63,1,4,1.09,9783
Kolkata,Hyderabad,1774.53,31,3,1.18,8189
Mumbai,Pune,824.17,18,4,1.03,3238
Hyderabad,Goa,1467.09,3,5,1.03,11099
Kolkata,Hyderabad,1661.56,36,0,1.19,10419
Goa,Mumbai,912.01,6,0,1.18,8656
Pune,Goa,2387.98,37,0,1.0,13124
Delhi,Pune,2696.91,18,4,1.1,15873
Pune,Mumbai,1685.02,1,3,1.12,10491
Bangalore,Goa,1819.95,39,1,1.23,10960
Hyderabad,Kolkata,2667.89,16,4,1.29,17730
Kolkata,Chennai,2898.06,105,3,1.04,9862
Kolkata,Pune,2164.18,59,5,0.98,8278
Chennai,Delhi,787.2,37,5,0.83,4174
Bangalore,Hyderabad,1718.98,30,5,1.14,9436
Pune,Kolkata,1797.79,33,3,0.81,4015
Kolkata,Pune,1382.68,0,0,1.11,13038
Mumbai,Bangalore,947.54,46,2,0.95,3132
Mumbai,Goa,2396.2,6,4,1.36,22367
Delhi,Hyderabad,2630.5,40,6,1.05,16961
Goa,Delhi,1630.58,47,5,0.93,8261
Goa,Chennai,1366.39,46,5,0.9,6704
Mumbai,Goa,903.76,29,6,1.14,4964
Chennai,Goa,2172.96,31,6,0.72,7937
Chennai,Pune,2229.76,6,3,1.13,16667
Bangalore,Delhi,2258.22,3,0,0.77,15225
Bangalore,Delhi,1835.16,8,2,0.54,5311
Mumbai,Bangalore,2800.16,27,6,1.25,19119
Kolkata,Chennai,2411.74,23,0,1.04,13254
Chennai,Delhi,1657.7,46,1,0.79,6519
Delhi,Chennai,819.35,7,2,0.92,4391
Pune,Kolkata,2506.33,119,0,1.14,14269
Chennai,Goa,1918.36,29,0,0.93,9233
Delhi,Kolkata,918.45,38,0,1.32,5837
Hyderabad,Kolkata,2447.89,17,0,0.92,16592
Hyderabad,Kolkata,430.57,3,6,0.98,3532
Delhi,Bangalore,2076.94,44,6,0.85,8184
Chennai,Hyderabad,2520.5,63,5,1.05,8699
Delhi,Goa,2120.92,0,5,0.96,14116
Mumbai,Bangalore,2423.8,24,4,1.19,10999
Goa,Chennai,1463.15,15,2,1.3,9403
Mumbai,Goa,2216.8,1,5,0.73,10127
Delhi,Chennai,2798.53,3,6,0.89,19759
Kolkata,Pune,2794.73,14,6,0.88,15641
Chennai,Delhi,2290.91,47,6,0.51,5853
Bangalore,Chennai,2096.41,73,6,1.19,10857
Mumbai,Hyderabad,2649.35,4,0,1.27,28432
Delhi,Chennai,788.15,40,5,0.89,4014
Bangalore,Delhi,715.18,28,2,1.04,3607
Mumbai,Pune,2302.92,138,4,0.75,6911
Kolkata,Goa,388.62,3,5,0.57,2000
Hyderabad,Delhi,2079.63,8,2,0.69,5509
Hyderabad,Chennai,1461.81,28,2,0.96,5144
Hyderabad,Pune,1085.73,16,0,0.86,7921
Goa,Bangalore,2552.31,4,5,0.89,16330
Pune,Bangalore,2369.35,20,0,1.12,19132
Kolkata,Pune,2514.04,66,1,0.97,11406
Delhi,Goa,411.12,0,4,0.75,2000
Goa,Pune,1852.1,71,4,0.97,8986
Pune,Hyderabad,2370.55,13,1,1.21,14648
Kolkata,Delhi,1501.16,21,3,0.98,6068
Chennai,Pune,2899.2,120,5,1.12,13458
Pune,Delhi,701.61,89,5,1.08,2494
Pune,Bangalore,313.18,42,1,1.18,2033
Mumbai,Goa,778.97,71,2,0.66,3216
Mumbai,Delhi,2945.65,11,5,1.28,20081
Kolkata,Pune,2277.35,25,4,1.13,12873
Hyderabad,Kolkata,2029.34,54,4,0.99,11724
Chennai,Hyderabad,1336.36,50,2,0.77,4262
Mumbai,Hyderabad,2669.7,17,1,1.25,18689
Chennai,Delhi,723.34,13,5,1.12,3032
Goa,Pune,1124.63,3,5,0.86,6620
Bangalore,Goa,2533.42,0,0,1.19,26401
Bangalore,Goa,1635.4,66,1,1.15,7460
Bangalore,Hyderabad,2883.07,27,4,0.73,7909
Kolkata,Mumbai,806.46,27,3,1.08,3075
Goa,Kolkata,599.59,26,6,1.12,5113
Kolkata,Delhi,2227.72,12,3,0.94,9962
Goa,Chennai,570.2,0,4,1.15,3511
Goa,Pune,618.77,3,3,1.22,3802
Delhi,Mumbai,1550.27,4,4,0.99,10348
Goa,Kolkata,1377.92,62,5,0.86,4398
Pune,Goa,2352.28,12,6,0.98,13870
Delhi,Kolkata,574.87,19,1,1.07,3098
Goa,Bangalore,729.26,37,6,1.24,5141
Mumbai,Kolkata,2032.73,34,2,0.92,7831
Goa,Hyderabad,1839.04,9,4,0.83,8683
Kolkata,Goa,1312.87,6,4,1.05,8183
Hyderabad,Kolkata,1753.75,8,2,0.7,5158
Goa,Hyderabad,586.59,59,0,1.0,2212
Bangalore,Mumbai,800.48,15,2,1.09,2930
Mumbai,Bangalore,1289.49,30,6,1.09,8210
Goa,Mumbai,379.43,7,0,0.75,2000
Goa,Kolkata,2037.29,10,4,1.32,15131
Bangalore,Goa,1584.23,0,6,0.8,9189
Kolkata,Delhi,294.11,27,4,0.91,2000
Mumbai,Chennai,869.92,0,1,1.14,7111
Goa,Bangalore,2075.05,15,1,0.68,7438
Delhi,Mumbai,1738.86,38,4,1.16,8606
Kolkata,Delhi,1897.82,6,3,0.86,9562
Goa,Kolkata,498.1,2,2,0.95,3296
Kolkata,Hyderabad,2476.81,25,5,0.82,9482
Pune,Goa,881.17,12,6,0.79,4983
Mumbai,Kolkata,525.55,2,5,1.03,2969
Chennai,Pune,1084.05,93,4,0.7,2557
Kolkata,Delhi,1004.41,15,5,1.03,5228
Bangalore,Kolkata,1078.84,7,4,0.94,7884
Chennai,Kolkata,2263.91,8,1,1.09,12837
Chennai,Pune,899.15,28,1,1.02,3630
Delhi,Goa,2876.18,20,0,1.02,18559
Mumbai,Pune,1550.42,29,3,1.33,7119
Kolkata,Chennai,712.04,43,4,0.97,3804
Bangalore,Mumbai,1672.06,16,4,1.18,10842
Bangalore,Kolkata,2934.22,35,3,0.99,11884
Chennai,Kolkata,1826.82,11,4,1.08,10163
Kolkata,Delhi,954.34,95,2,0.84,3637
Chennai,Kolkata,2162.0,13,6,0.82,12607
Bangalore,Hyderabad,2120.83,50,5,0.98,10080
Goa,Pune,1266.47,4,5,1.21,11805
Bangalore,Kolkata,1598.87,162,6,0.83,5441
Hyderabad,Pune,1562.54,8,6,0.82,8232
Bangalore,Mumbai,803.31,8,6,0.85,3813
Hyderabad,Bangalore,1210.69,24,6,1.0,7010
Delhi,Chennai,2628.63,98,1,0.74,6768
Bangalore,Pune,996.9,11,4,0.67,3735
Delhi,Kolkata,1918.26,18,1,1.19,11273
Hyderabad,Chennai,1967.57,25,6,1.07,11619
Hyderabad,Delhi,1077.75,31,5,0.97,6134
Kolkata,Chennai,2386.73,83,5,0.56,3764
Goa,Delhi,714.88,0,5,1.01,5632
Delhi,Bangalore,667.35,3,0,1.21,6375
Mumbai,Delhi,2358.61,22,0,1.22,17029
Delhi,Goa,2808.45,14,1,1.0,15983
Bangalore,Delhi,1674.88,5,0,0.79,9465
Hyderabad,Pune,1533.23,110,4,1.23,6712
Bangalore,Goa,1710.01,26,3,0.81,4567
Goa,Kolkata,1991.4,22,2,0.86,7019
Delhi,Kolkata,1062.03,15,1,1.0,5748
Bangalore,Chennai,1002.93,22,5,1.43,5314
Pune,Bangalore,225.57,16,2,0.71,2000
Hyderabad,Delhi,1352.86,24,3,1.0,7063
Goa,Pune,1259.4,9,3,0.83,4226
Kolkata,Bangalore,2015.68,22,2,0.67,6489
Bangalore,Delhi,1010.87,30,4,0.7,3638
Pune,Delhi,1097.8,4,4,1.53,11709
Kolkata,Bangalore,550.11,17,0,1.01,4319
Pune,Delhi,1157.36,11,6,0.81,6338
Mumbai,Chennai,424.62,41,1,1.32,3118
Delhi,Hyderabad,1516.41,6,6,1.0,13775
Mumbai,Delhi,2928.88,37,3,1.03,11146
Mumbai,Bangalore,1490.34,44,4,0.93,5646
Goa,Hyderabad,2891.4,82,1,0.96,10404
Delhi,Chennai,1547.44,10,2,1.3,8480
Chennai,Mumbai,860.7,17,0,1.08,6972
Delhi,Kolkata,2409.6,0,0,0.73,14094
Bangalore,Chennai,2358.23,8,3,1.23,14851
Mumbai,Delhi,1195.45,5,4,1.03,7810
Chennai,Bangalore,2948.69,46,6,0.76,14332
Chennai,Mumbai,2129.9,13,1,1.0,11785
Pune,Kolkata,1025.2,35,1,0.77,3043
Hyderabad,Goa,1511.51,60,4,1.22,7647
Delhi,Hyderabad,634.07,10,2,0.79,2150
Goa,Hyderabad,719.5,0,6,0.82,6027
Hyderabad,Goa,377.36,102,6,0.81,2253
Pune,Goa,1744.11,28,2,0.85,6477
Delhi,Hyderabad,2044.89,1,1,1.02,14306
Delhi,Kolkata,736.53,0,5,1.15,4463
Kolkata,Mumbai,1225.79,27,0,1.45,10183
Pune,Goa,423.88,48,0,0.79,3148
Goa,Pune,1233.39,36,6,0.82,4866
Delhi,Pune,1050.93,86,4,1.26,5986
Goa,Delhi,740.73,32,4,0.91,2588
Goa,Hyderabad,495.44,30,2,0.86,2000
Goa,Mumbai,667.07,5,3,0.71,2834
Pune,Bangalore,2726.96,23,2,1.12,11516
Goa,Pune,2232.43,28,4,0.81,7863
Kolkata,Bangalore,2892.62,17,3,1.05,14761
Kolkata,Hyderabad,245.65,4,2,1.58,2477
Chennai,Pune,1081.73,44,5,1.2,3826
Bangalore,Mumbai,305.66,13,1,0.96,3675
Chennai,Delhi,917.48,10,4,0.64,4487
Delhi,Goa,1109.14,19,3,1.14,4785
Delhi,Hyderabad,1998.31,1,6,0.93,15494
Mumbai,Pune,1136.29,63,3,0.65,3550
Chennai,Goa,2027.78,27,0,0.81,8185
Mumbai,Chennai,1668.27,11,4,1.14,11224
Chennai,Delhi,341.46,39,3,1.33,2000
Delhi,Bangalore,1409.42,46,1,1.06,7029
Mumbai,Hyderabad,1317.74,2,4,0.72,7023
Bangalore,Kolkata,1766.03,20,5,0.77,6787
Chennai,Delhi,400.6,44,2,0.9,2000
Delhi,Goa,1358.03,13,1,0.88,7665
Mumbai,Pune,1053.49,131,4,1.16,3052
Bangalore,Kolkata,325.66,51,1,0.95,2000
Delhi,Mumbai,2270.83,8,4,1.36,15782
Kolkata,Mumbai,1161.16,48,2,0.96,4581
Chennai,Goa,1706.42,6,4,1.0,10257
Bangalore,Goa,2156.51,0,4,1.2,16787
Kolkata,Delhi,368.31,6,5,0.95,2139
Mumbai,Delhi,1288.21,9,6,1.16,9595
Delhi,Mumbai,1018.99,64,3,1.02,4550
Delhi,Chennai,1557.05,27,0,1.09,10632
Pune,Kolkata,2793.78,0,1,1.15,21287
Pune,Chennai,2284.29,0,5,0.83,13921
Chennai,Hyderabad,972.46,1,2,1.3,6228
Mumbai,Hyderabad,2857.53,7,2,1.23,16201
Delhi,Goa,1270.18,97,4,1.21,4786
Goa,Delhi,1804.12,16,2,1.15,9603
Bangalore,Delhi,2026.92,26,5,1.12,8321
Kolkata,Goa,2174.38,22,1,0.6,6802
Bangalore,Goa,2812.48,74,2,1.22,12322
Delhi,Bangalore,1089.27,63,5,1.17,5036
Goa,Chennai,1049.37,41,6,1.37,6651
Kolkata,Delhi,2381.5,3,1,1.58,25877
Kolkata,Hyderabad,1787.72,7,1,1.01,9978
Delhi,Goa,2383.51,4,6,0.75,14118
Hyderabad,Delhi,2585.96,20,1,1.07,15555
Goa,Pune,2912.68,77,3,1.05,11998
Chennai,Pune,772.77,5,3,1.16,4586
Hyderabad,Pune,1481.13,8,3,1.04,6136
Goa,Hyderabad,1076.11,28,5,0.78,3236
Mumbai,Hyderabad,506.09,18,0,1.11,3270
Goa,Hyderabad,309.9,14,6,0.96,2000
Kolkata,Chennai,1314.51,10,6,0.97,9195
Kolkata,Hyderabad,2773.29,35,1,0.72,9312
Delhi,Goa,1601.84,5,4,1.29,13360
Bangalore,Kolkata,1357.97,17,1,0.59,4938
Chennai,Kolkata,452.5,11,5,1.3,2194
Delhi,Mumbai,519.66,17,2,1.27,4008
Bangalore,Kolkata,1740.97,1,1,1.22,13661
Bangalore,Delhi,2632.69,5,5,1.16,20886
Pune,Bangalore,1954.07,3,1,1.02,13433
Kolkata,Mumbai,1484.2,58,4,1.1,6066
Pune,Delhi,807.25,32,3,0.93,3258
Mumbai,Bangalore,2670.07,9,5,0.65,8711
Mumbai,Bangalore,615.12,31,0,1.03,3767
Kolkata,Bangalore,2777.08,1,3,1.12,18872
Kolkata,Hyderabad,2050.59,36,4,1.03,8897
Pune,Hyderabad,1821.11,80,0,1.02,8004
Goa,Pune,389.47,16,4,1.21,2992
Delhi,Goa,2606.34,11,3,0.7,8629
Mumbai,Delhi,1799.83,116,4,1.23,8375
Kolkata,Chennai,1904.76,11,4,0.75,7079
Bangalore,Hyderabad,1775.38,22,5,0.64,5139
Chennai,Goa,1013.37,6,0,1.28,11155
Delhi,Goa,2574.6,48,3,0.85,9327
Chennai,Mumbai,1993.73,35,2,1.04,7567
Hyderabad,Pune,217.17,34,2,0.79,2000
Mumbai,Pune,691.76,12,2,1.2,3499
Pune,Goa,299.56,4,1,0.71,2000
Hyderabad,Chennai,2395.17,16,5,1.23,16327
Hyderabad,Kolkata,1700.48,7,5,0.78,9102
Hyderabad,Mumbai,2914.92,9,0,0.9,18530
Bangalore,Hyderabad,1895.93,6,0,1.22,18262
Hyderabad,Goa,288.56,16,3,1.14,2000
Kolkata,Delhi,1670.28,5,2,1.08,9266
Delhi,Kolkata,1616.79,48,4,1.1,8754
Pune,Hyderabad,2646.86,11,2,1.25,17668
Bangalore,Delhi,2228.8,18,5,1.07,12505
Kolkata,Mumbai,2123.75,27,0,0.79,11254
Delhi,Hyderabad,2345.3,41,0,0.85,10808
Chennai,Bangalore,761.56,10,4,0.91,4721
Delhi,Chennai,618.1,9,0,1.25,4883
Delhi,Bangalore,1719.08,23,2,1.2,9567
Kolkata,Hyderabad,885.51,2,4,1.19,6331
Mumbai,Bangalore,281.18,70,0,1.05,2000
Goa,Chennai,701.15,27,4,0.79,2000
Pune,Kolkata,1195.75,12,1,0.93,4555
Delhi,Pune,2340.4,25,0,1.17,13330
Pune,Mumbai,1475.64,34,5,1.02,5651
Chennai,Delhi,2611.07,28,2,0.76,9010
Hyderabad,Pune,2610.22,11,3,1.22,15691
Hyderabad,Chennai,1491.48,5,6,0.85,11761
Delhi,Kolkata,2489.15,47,2,0.93,9243
Kolkata,Hyderabad,1490.73,26,1,0.82,4633
Pune,Chennai,384.97,7,5,0.71,2000
Goa,Kolkata,2404.51,23,1,1.14,13653
Pune,Mumbai,1858.06,18,4,1.18,12465
Kolkata,Chennai,394.9,3,6,0.7,2000
Hyderabad,Chennai,2005.97,1,1,1.17,13935
Mumbai,Pune,610.83,4,4,0.93,5170
Pune,Delhi,775.85,62,2,0.6,2000
Kolkata,Chennai,2209.82,73,0,0.76,7347
Goa,Pune,557.16,10,2,1.43,2345
Mumbai,Goa,1768.08,115,0,1.26,9118
Chennai,Kolkata,2166.22,15,2,0.95,9010
Goa,Kolkata,791.41,5,1,1.07,6628
Hyderabad,Pune,1368.26,10,6,0.95,8303
Delhi,Goa,243.98,38,3,0.7,2000
Bangalore,Mumbai,584.22,49,6,0.66,2650
Goa,Kolkata,703.43,21,4,1.08,2527
Chennai,Delhi,1389.36,0,3,1.08,8512
Kolkata,Chennai,2794.38,25,0,1.26,19628
Hyderabad,Mumbai,1824.75,97,0,1.2,11732
Kolkata,Chennai,1647.46,22,4,1.19,9419
Delhi,Goa,1974.33,47,2,0.67,3947
Mumbai,Kolkata,1471.3,70,4,0.98,4475
Kolkata,Bangalore,669.02,35,4,1.0,2000
Kolkata,Mumbai,1962.04,25,4,1.58,14921
Mumbai,Chennai,1557.33,4,0,1.1,13806
Bangalore,Hyderabad,986.72,58,0,0.99,4136
Bangalore,Goa,1450.63,49,2,1.03,5332
Bangalore,Pune,1676.69,1,0,1.26,17551
Bangalore,Pune,1588.66,151,6,0.78,6910
Bangalore,Delhi,1817.72,55,0,0.79,6769
Delhi,Mumbai,669.28,15,2,0.52,2053
Chennai,Kolkata,2113.83,14,2,1.25,14440
Mumbai,Chennai,2796.22,17,5,0.9,14716
Mumbai,Delhi,2769.59,30,6,0.59,10121
Kolkata,Bangalore,956.91,48,2,0.89,2628
Chennai,Goa,2081.29,44,4,0.84,9173
Bangalore,Chennai,1733.32,33,6,1.19,12029
Delhi,Goa,1448.64,7,2,1.0,7304
Delhi,Mumbai,2827.82,32,6,1.06,18184
Delhi,Goa,2881.83,2,4,1.2,24408
Bangalore,Mumbai,2147.83,8,3,0.96,9685
Pune,Bangalore,2354.21,35,5,1.02,9929
Bangalore,Pune,407.19,45,3,0.5,2963
Kolkata,Pune,941.06,17,3,1.13,5082
Goa,Delhi,2007.35,3,4,1.02,13123
Delhi,Kolkata,2203.12,3,0,1.29,24670
Pune,Mumbai,2710.23,4,5,1.06,19393
Goa,Bangalore,624.5,12,3,0.79,2000
Pune,Chennai,1420.96,55,6,1.03,7880
Chennai,Mumbai,1276.39,35,6,0.74,5459
Hyderabad,Bangalore,2109.14,15,5,1.29,14665
Hyderabad,Kolkata,2589.36,12,6,0.67,12138
Chennai,Delhi,1752.53,102,5,1.11,8879
Delhi,Goa,2128.76,19,5,0.88,10362
Mumbai,Bangalore,271.02,168,1,0.93,2000
Kolkata,Chennai,1695.03,53,3,1.04,7102
Hyderabad,Mumbai,1145.61,38,3,1.27,7119
Pune,Hyderabad,2636.56,23,5,0.6,6031
Mumbai,Goa,596.45,31,3,1.23,2207
Chennai,Goa,2016.6,0,5,1.16,16055
Delhi,Kolkata,1911.43,54,0,1.04,10750
Pune,Kolkata,2437.69,7,6,1.05,18144
Goa,Bangalore,538.25,34,4,1.25,4473
Chennai,Pune,327.64,5,0,1.08,3365
Goa,Delhi,2149.63,24,3,1.01,10113
Bangalore,Mumbai,2414.95,30,3,1.01,9704
Pune,Mumbai,217.78,5,0,0.93,2000
Kolkata,Chennai,2141.81,47,3,0.95,7605
Kolkata,Hyderabad,1461.17,8,1,0.96,7397
Bangalore,Goa,1599.69,90,5,1.08,5858
Goa,Mumbai,1761.59,6,4,1.27,14899
Chennai,Kolkata,2356.93,32,2,1.09,10565
Bangalore,Goa,2562.59,72,3,1.13,11301
Mumbai,Delhi,2005.61,10,3,1.0,11132
Pune,Mumbai,492.38,1,4,1.16,5423
Pune,Kolkata,524.98,67,5,0.75,2000
Goa,Delhi,2291.84,68,1,1.03,8155
Delhi,Bangalore,2265.69,61,3,1.06,8021
Pune,Mumbai,2693.37,4,4,0.81,15002
Bangalore,Kolkata,2215.5,29,2,1.03,9740
Mumbai,Chennai,582.2,57,3,0.71,2505
Chennai,Bangalore,1890.18,46,5,1.42,11443
Chennai,Mumbai,1352.75,22,6,1.27,9627
Pune,Bangalore,240.61,16,6,1.0,2514
Chennai,Hyderabad,2849.51,73,0,0.95,13092
Pune,Hyderabad,2352.1,1,4,0.71,12395
Delhi,Kolkata,1586.8,2,6,1.32,17799
Chennai,Delhi,1203.54,8,0,1.3,10710
Bangalore,Goa,1485.99,25,4,1.22,8326
Bangalore,Pune,2168.78,6,6,0.85,16367
Mumbai,Pune,1956.45,14,5,0.97,10472
Goa,Pune,955.41,87,4,0.88,2906
Delhi,Hyderabad,2666.37,39,0,0.56,8196
Hyderabad,Mumbai,510.71,13,4,1.18,3497
Delhi,Hyderabad,2186.14,6,2,1.01,13903
Pune,Hyderabad,2829.61,26,5,1.08,15353
Chennai,Bangalore,1187.59,9,5,0.94,6184
Hyderabad,Bangalore,1466.75,20,6,1.23,13274
Kolkata,Chennai,1938.66,48,5,1.17,7989
Delhi,Bangalore,2697.33,18,0,0.9,16784
Delhi,Mumbai,661.35,3,1,0.59,2681
Mumbai,Chennai,1366.3,34,1,0.79,5028
Mumbai,Chennai,729.37,0,6,1.05,8874
Hyderabad,Chennai,1820.37,31,6,0.88,10201
Pune,Chennai,1051.43,4,6,0.88,9462
Chennai,Kolkata,1241.33,10,6,1.18,10161
Pune,Delhi,1932.16,5,4,0.88,14102
Bangalore,Delhi,866.13,1,2,0.81,3775
Hyderabad,Delhi,774.44,36,5,0.93,4079
Hyderabad,Chennai,1711.63,5,2,1.03,10865
Pune,Goa,607.07,18,2,1.3,6037
Hyderabad,Goa,2175.26,19,2,1.33,13742
Bangalore,Pune,1782.65,71,3,0.95,6244
Pune,Mumbai,590.39,24,2,1.27,3252
Chennai,Kolkata,1200.7,11,4,0.83,4355
Chennai,Pune,2819.86,9,0,1.34,26481
Delhi,Hyderabad,1304.39,20,4,0.62,2897
Hyderabad,Chennai,614.25,57,2,0.98,2541
Hyderabad,Bangalore,1062.64,17,4,1.28,8189
Pune,Hyderabad,2979.27,48,2,1.17,15500
Goa,Hyderabad,2710.0,4,4,0.91,16325
Kolkata,Chennai,2967.47,22,2,1.46,18571
Goa,Mumbai,218.53,30,2,0.78,2000
Bangalore,Delhi,720.82,14,4,0.63,2562
Kolkata,Pune,1838.58,20,5,0.95,9485
Mumbai,Bangalore,935.5,93,6,0.93,3770
Kolkata,Chennai,702.24,71,5,1.0,3190
Kolkata,Chennai,2984.13,2,5,0.85,17995
Goa,Pune,922.15,34,5,1.08,3603
Mumbai,Pune,926.7,26,1,0.83,5320
Bangalore,Chennai,657.26,9,3,0.67,2000
Mumbai,Chennai,1016.66,30,0,0.66,3626
Bangalore,Pune,464.62,41,4,0.92,2706
Kolkata,Bangalore,2119.24,34,0,0.82,9575
Bangalore,Mumbai,583.46,9,6,0.82,3316
Bangalore,Mumbai,810.05,20,6,1.16,8317
Delhi,Kolkata,1489.38,2,6,1.03,13081
Hyderabad,Bangalore,2134.94,4,3,1.21,14831
Hyderabad,Delhi,2187.71,0,6,1.08,20291
Bangalore,Goa,834.41,4,1,1.21,6691
Delhi,Mumbai,252.66,19,3,1.09,2000
Mumbai,Kolkata,532.98,8,0,0.99,3698
Delhi,Pune,546.62,27,4,1.1,2334
Hyderabad,Mumbai,454.18,56,2,1.18,2000
Bangalore,Pune,1601.78,39,1,0.92,6620
Mumbai,Hyderabad,807.59,6,2,1.16,7168
Mumbai,Goa,476.32,7,4,1.13,2000
Bangalore,Kolkata,2085.87,3,6,0.88,16260
Chennai,Hyderabad,837.15,3,2,1.07,5781
Bangalore,Kolkata,2334.37,36,4,0.99,9992
Pune,Mumbai,1277.39,18,5,0.79,7978
Pune,Delhi,1750.96,10,6,0.65,8545
Pune,Hyderabad,1228.84,0,5,0.91,7573
Pune,Kolkata,2043.94,2,1,0.76,11431
Delhi,Goa,2790.81,114,0,0.91,12646
Chennai,Hyderabad,2563.28,15,1,1.17,14828
Kolkata,Pune,2197.78,26,2,1.01,7195
Goa,Bangalore,1532.31,27,3,1.24,7602
Bangalore,Pune,1472.98,3,3,0.72,6467
Bangalore,Mumbai,478.89,1,0,0.95,3841
Bangalore,Kolkata,1892.83,11,2,0.94,8335
Delhi,Goa,2304.51,43,6,0.84,11065
Pune,Chennai,1613.43,23,6,1.16,9557
Mumbai,Kolkata,2664.35,3,3,0.92,15784
Pune,Mumbai,292.01,24,6,1.08,2000
Bangalore,Kolkata,1405.91,11,3,0.9,6187
Pune,Hyderabad,1750.59,23,3,0.61,4621
Mumbai,Kolkata,937.49,26,3,0.86,2640
Kolkata,Bangalore,371.99,26,1,1.1,2000
Mumbai,Pune,2695.76,12,0,0.5,10453
Goa,Bangalore,358.06,8,1,0.84,2000
Delhi,Pune,1053.75,12,0,0.95,6691
Goa,Kolkata,1641.33,16,0,0.91,8826
Hyderabad,Chennai,1796.99,11,0,1.03,12065
Chennai,Bangalore,1590.85,50,5,0.85,7253
Hyderabad,Chennai,764.92,30,6,1.35,6697
Chennai,Bangalore,942.43,10,4,0.88,4892
Delhi,Goa,2563.72,2,2,0.96,16231
Pune,Chennai,787.27,47,5,1.11,2872
Kolkata,Chennai,2057.68,11,3,0.77,8507
Pune,Hyderabad,2337.64,5,0,0.83,15504
Bangalore,Hyderabad,1597.77,32,6,0.99,7777
Goa,Kolkata,2234.52,1,1,0.93,14453
Bangalore,Goa,2118.86,10,3,0.66,7857
Delhi,Goa,769.96,15,6,0.97,5617
Chennai,Kolkata,867.75,4,0,1.01,9268
Pune,Chennai,1767.51,17,5,1.11,10219
Kolkata,Delhi,281.6,46,2,0.93,2000
Mumbai,Goa,1560.36,0,6,1.14,14483
Kolkata,Pune,378.03,93,2,0.8,2000
Goa,Pune,2227.86,4,0,0.79,14342
Delhi,Hyderabad,2059.81,26,6,1.14,12891
Delhi,Bangalore,1879.5,44,2,0.87,7786
Goa,Pune,2295.45,8,3,1.02,11845
Chennai,Bangalore,1430.53,8,4,1.23,9927
Delhi,Chennai,1728.09,19,1,1.4,12594
Bangalore,Chennai,1530.62,13,2,1.52,11652
Mumbai,Pune,2270.46,48,0,0.87,9469
Chennai,Bangalore,1747.64,11,5,0.76,8560
Delhi,Hyderabad,2627.47,58,3,1.51,16194
Kolkata,Bangalore,452.7,51,1,0.88,3686
Bangalore,Kolkata,1967.79,63,6,0.78,5948
Kolkata,Pune,424.26,45,3,0.8,2000
Hyderabad,Goa,1382.62,75,0,1.14,6154
Delhi,Chennai,1378.44,39,4,0.98,4983
